Episode Number,URL,Notes ,Live ID (Live Streaming),Media ID (VOD),Title,Description,Tags,Sponsor,Streaming?,Talent,Moderator,Session Start Time,Session End Time,O&O Plays,O&O Uniques,O&O Completes,O&O Time (hours),O&O AVG Time Per Viewer (sec)
6,https://www.essence.com/video/reclaiming-the-narrative-the-shifting-media-landscape-and-what-it-means-for-your-livelihood/↗,,,,Reclaiming the Narrative: The Shifting Media Landscape and What It Means for Your Livelihood,"Media is changing faster than ever, and the consequences are not just cultural, they are economic. From newsroom layoffs and platform shifts to misinformation, creator economies, AI, and the decline of trusted local outlets, the stories that shape public opinion are increasingly shaped by new power players and new incentives.
This session will explore how communities, leaders, entrepreneurs, and institutions can reclaim their narratives in a fragmented media landscape. Panelists will discuss what these shifts mean for visibility, credibility, business growth, civic power, and long term economic opportunity, and how individuals and organizations can use media more strategically to protect their livelihoods, build influence, and tell stories that move people to action.
Charles Blow, American Journalist, Commentator And Former Op-Ed Columnist For The New York Times And Political Analyst For Msnbc 
Ashley Allison, Cnn Commentator, Owner Of The Root, And Ceo And Watering Hole Media 
April Ryan, Reporter, author, White House Correspondent for Contrarian News, and Host of The Tea with April Ryan
Ebony Mcmorris, White House Correspondent At American Urban Radio Networks 
Elizabeth Booker Houston, Lawyer, Public Health Professional, Stand-Up Comedian, And Political Commentator 
Errin Haines, Editor-At-Large And Founding Mother At The 19th. ","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 13:50,4/7/2026 14:15,,,,,
7,https://www.essence.com/video/reclaiming-the-narrative-the-shifting-media-landscape-and-what-it-means-for-your-livelihood/↗,,,,Reclaiming the Narrative: The Shifting Media Landscape and What It Means for Your Livelihood,"Media is changing faster than ever, and the consequences are not just cultural—they are economic. From newsroom layoffs and platform shifts to misinformation, creator economies, AI, and the decline of trusted local outlets, the stories that shape public opinion are increasingly shaped by new power players and new incentives.
This session will explore how communities, leaders, entrepreneurs, and institutions can reclaim their narratives in a fragmented media landscape. Panelists will discuss what these shifts mean for visibility, credibility, business growth, civic power, and long-term economic opportunity—and how individuals and organizations can use media more strategically to protect their livelihoods, build influence, and tell stories that move people to action.","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 14:05,4/7/2026 14:30,,,,,
8,https://www.essence.com/video/sistas-say-it-louder-reclaiming-power-pleasure-and-protection-in-black-womens-health/↗,,,,"Sistas, Say It Louder: Reclaiming Power, Pleasure and Protection in Black Women's Health","For generations, conversations about Black women’s health have been shaped by silence, stigma and systems that weren’t built with us in mind.  However, there is a growing movement to reclaim these conversations with honesty, cultural relevance and truth.
This panel brings together voices across sectors, community leaders, advocates and live experience — to explore how we move from silence to ownership.  Through storytelling and reflection, this panel explores how stigma shows up, how trust is built and how individuals move from uncertainty to empowerment in their health journeys.
The format: 2-minute executive welcome remarks, followed by a moderated panel discussion, followed by a 1-song performance by Tamar Braxton.
Opening remarks:
Rashad Burgess, Vice President of Corporate Responsibility at Gilead Sciences 
Moderator:
Dr. Toyin Nwafor, Executive Director for U.S. HIV Medical Affairs at Gilead Sciences 
Panelists
La’Deia Joyce, Marketing & Communications Strategist 
Tamar Braxton, Grammy-nominated Singer 
Amiyah Scott, Actress and Trans Activist
Dr. Karri Bryant, D. Min., M.Div., First Lady and Executive Pastor of Creative 
Performance
Tamar Braxton


","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 14:30,4/7/2026 14:55,,,,,
9,https://www.essence.com/video/midterms-and-voting/↗,,,,Midterms and Voting,"We are confronting the most existential moment in our history with the dismantling of the voting rights act, redistricting in many parts of the south, and a threat of minority representation across the board.  In fact, one party can take control of 19 seats overnight; leading to the decimation of the congressional black caucus and Black political power. There were 72 Black elected officials in 1964 and it increased to 10,000 in 2026.  This year threatens to wipe out all of that process.  What can you do?
Angela Rye, Lawyer, Political Commentator, Ceo Of Impact Strategies, And Cofounder Of Reasoned Choice Media
Andrew Gillum, Politician, Former Florida Gubernatorial Nominee, And Producer
Bakari Sellers, Attorney, Former South Carolina Representative, And Political Analyst
",,,,,,4/7/2026 15:50,4/7/2026 16:15,,,,,
10,https://www.essence.com/video/gbef-hq-add-title/,,,,"250 Anniversary of the United States
","Keynote Speaker
More to be announced","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 16:20,4/7/2026 17:05,,,,,
,https://www.essence.com/wp-admin/post.php?post=1057140&action=edit,,EVENING CONCERT SERIES,,,,,,,,,,,,,,,
1,https://www.essence.com/wp-admin/post.php?post=1059651&action=edit,,,,Evening Concert | Saturday,"Independence Day belongs to the icons. Brandy & Monica share one stage — a moment fans have waited decades for — alongside the incomparable Babyface and the legendary Patti LaBelle, while rising voices Leon Thomas and Josh Levi carry the new school forward. Sherri Shepherd and Kenny Burns host the night, and DJ Mars keeps it moving.","#EFOC2026, #ECS, #ECS0704",,Streaming,,,,,,,,,
,,,GBEF SUMMIT,,,,,,,,,,,,,,,
1,,,,,,,"#EFOC2026, #GBEFSS, #GBEF0704",,Streaming,,,,,,,,,
,https://www.essence.com/wp-admin/post.php?post=1059919&action=edit,,Creators & Podcast Festival,,,,,,,,,,,,,,,
1,https://www.essence.com/wp-admin/post.php?post=1060764&action=edit,,,,Beyond The Yard,"An intergenerational conversation series exploring how HBCU culture shapes the leaders, creatives, athletes, executives, entertainers, educators, and changemakers defining Black culture today. Hosted by Shelby Stewart, Beyond The Yard moves past nostalgia and dives into the real-life influence of Historically Black Colleges and Universities on career, identity, ambition, community, and cultural power.","#EFOC2026, #CPF, #CPF0704",,,,,4/7/2026 10:00,,,,,,
2,https://www.essence.com/wp-admin/post.php?post=1060629&action=edit,,,,Building Multi-Platform Media Empires,"Today’s most successful creators are building brands that extend far beyond a single platform. Join creators who have transformed their content into podcasts, products, books, shows, and more as they share how they expand their intellectual property, grow cross-platform audiences, build strong teams, and create lasting media businesses designed for long-term success.","#EFOC2026, #CPF, #CPF0704",,VOD,,,4/7/2026 11:00,4/7/2026 11:30,,,,,
3,https://www.essence.com/wp-admin/post.php?post=1060770&action=edit,,,,Inner Mission,"a stylized, intimate deeper-dive into subconscious of today's leading creatives.  Exploring the beautiful, messy, and necessary ""in-between"" moments when life forces the curtains closed.","#EFOC2026, #CPF, #CPF0704",,,,,,,,,,,
4,https://www.essence.com/wp-admin/post.php?post=1060633&action=edit,,,,Beyond the Tutorial: The Future of Beauty Content,"How beauty creators are evolving from step-by-step tutorials into storytelling, brand building, and cultural influence—while navigating trends, authenticity, and audience expectations.","#EFOC2026, #CPF, #CPF0704",,VOD,,,4/7/2026 12:00,4/7/2026 12:30,,,,,
5,https://www.essence.com/wp-admin/post.php?post=1060773&action=edit,,,,"Cut to the Chase: Mobile Video Editing for TikTok, Reels, and Shorts","This workshop teaches you the art of high-retention video editing for short-form platforms. You will learn how to master pacing, add seamless transitions, use text overlays, and hook your audience in the first three seconds to create snappy, high-engagement vertical clips.","#EFOC2026, #CPF, #CPF0704",,,,,,,,,,,
6,https://www.essence.com/wp-admin/post.php?post=1060638&action=edit,,,,Behind the Scenes: The Creator-Manager Partnership,"Explore the inner workings of talent management and how representation shapes long-term creator careers. Industry professionals and creators will discuss when to sign with a manager, what to expect from commission structures, and how management teams scale revenue and negotiate major deals. Attendees will walk away with a clear blueprint for building a powerful, sustainable partnership behind the camera.","#EFOC2026, #CPF, #CPF0704",,VOD,,,4/7/2026 15:00,4/7/2026 15:30,,,,,
7,https://www.essence.com/wp-admin/post.php?post=1060777&action=edit,,,,Go Off Sis,"Go Off, Sis is the award winning podcast from R29 Unbothered, that unpacks the beauty, richness and complexity of the Black experience through the lens of 3 dynamic Black women, who curate, create, and celebrate the culture everyday with the community. Audiences everywhere have proved they love to hear us and that they want more opportunities to grow, glow, and go off with us.","#EFOC2026, #CPF, #CPF0704",,,,,,,,,,,
8,https://www.essence.com/wp-admin/post.php?post=1060779&action=edit,,,,The Creative Co-Pilot: Leveraging AI as Your Studio Assistant,"Artificial intelligence is changing the game, and it is time to make it work for you. Learn how to use AI tools to supercharge your brainstorming, streamline your scripting, and automate your repetitive production tasks without losing your authentic artistic voice. You will learn practical strategies to generate content ideas, draft engaging captions, and optimize your workflows so you can spend less time staring at a blank screen and more time creating.","#EFOC2026, #CPF, #CPF0704",,,,,,,,,,,
9,https://www.essence.com/wp-admin/post.php?post=1060781&action=edit,,,,The Content Playbook:  Future-Proof Strategy (PT 2),"Transform your newly polished profiles into a consistent powerhouse. This session transitions from evaluation to execution, teaching you how to plan, produce, and schedule high-impact posts moving forward. You will walk away with a personalized content blueprint, streamlined production workflows, and a sustainable strategy designed to maximize your reach without burnout.","#EFOC2026, #CPF, #CPF0704",,,,,,,,,,,
10,https://www.essence.com/wp-admin/post.php?post=1060635&action=edit,,,,Beyond the Follower Count:  The Creator Business Blueprint,"Go beyond the metrics and explore what it takes to build a thriving creator business. Join leading creators as they share how they approach long-term brand partnerships, evaluate opportunities, collaborate with their management teams, and grow sustainable businesses beyond social media. From navigating an evolving digital landscape to embracing AI and leveraging the power of niche communities, this conversation offers an inside look at the strategies driving long-term success in the creator economy.","#EFOC2026, #CPF, #CPF0704",,VOD,,,4/7/2026 13:00,4/7/2026 13:30,,,,,
11,https://www.essence.com/wp-admin/post.php?post=1060785&action=edit,,,,Pitch Perfect: Media Kits and Contract Negotiation,"Turn your influence into a polished business asset that brands cannot ignore. This workshop teaches you how to design a high-converting media kit that showcases your analytics and unique value, while breaking down the essentials of contract negotiation. You will learn how to decode complex legal terms, understand usage rights, and confidently demand the rates you deserve so you can secure profitable, protected partnerships.","#EFOC2026, #CPF, #CPF0704",,,,,,,,,,,
12,https://www.essence.com/wp-admin/post.php?post=1060641&action=edit,,,,Hot Takes and Hard Truths: The Ultimate Creator Economy Debate,"Get ready for an unfiltered debate on the most controversial topics shaking up the digital landscape. Industry insiders + creators clash over everything from whether follower counts are dead to the reality of AI replacing human influencers. This session cuts through the noise to reveal what it actually takes to survive and thrive in the creator economy.
","#EFOC2026, #CPF, #CPF0704",,VOD,,,4/7/2026 16:00,4/7/2026 16:30,,,,,
13,https://www.essence.com/wp-admin/post.php?post=1060791&action=edit,,,,That's Just Life w/ Quad & Yandy,"frequent collaborators, best friends, and a popular duo in pop culture. While they haven't launched an official standalone podcast with ""That's Life"" in the title together, their vibrant friendship, hot takes, and lifestyle advice are major staples on their own channels","#EFOC2026, #CPF, #CPF0704",,,,,,,,,,,
