Episode Number,URL,Notes ,Live ID (Live Streaming),Media ID (VOD),Title,Description,Tags,Sponsor,Streaming?,Talent,Moderator,Session Start Time,Session End Time,O&O Plays,O&O Uniques,O&O Completes,O&O Time (hours),O&O AVG Time Per Viewer (sec)
,https://www.essence.com/wp-admin/post.php?post=1058618&action=edit,Not in Airtable?,,,Gameshow: You are a Philanthropist,"From sharing resources and making introductions to showing up for others and supporting small businesses, philanthropy happens in more ways than we realize.

This interactive game show experience invites attendees and vendors to rethink what it means to be a philanthropist through the “5 Ts”: time, talent, treasure, ties, and testimony. Through audience engagement and conversation, participants will discover how everyday actions can create lasting impact within their communities.","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Host: Quinn
Speaker/Panelist: Monique Curry-Mims, Civic Capital Consulting",,,,,,,,
,https://www.essence.com/wp-admin/post.php?post=1057133&action=edit,,GBEF HQ,,,,,,,,,,,,,,,
1,https://www.essence.com/video/building-a-business-that-doesnt-depend-on-you/,,,,Building a Business That Doesn't Depend on You,,"#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,Trudy Bourgeios,,,,,,,,
2,https://www.essence.com/video/declaration-of-independence-engagement/,,,,Declaration of Independence Engagement,"History is being stripped from our classrooms and libraries. As we embark on the 250 anniversary of the United States learn the real history and then hear from the creators and supporters.  

Declarations: Black Americans and the Revolutionary War is a film commemorating America's 250th, from an untold vantage: Black people who fought for the actualization of the Declaration of Independence without assurance it would free them from the bonds of slavery. The film, created by award-winning director Stacey Holman, features some of the nation’s foremost scholars, and it will include groundbreaking use of AI animation programmed with original portraiture. This work will bring exciting energy, vibrant colors, and a modern viewpoint to untold, undiscovered stories that are a crucial part of the history of our country.
","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,,,,,,,
2,https://www.essence.com/video/declaration-of-independence-documentary/↗,,,,Declaration of Independence Documentary,"History is being stripped from our classrooms and libraries. As we embark on the 250 anniversary of the United States learn the real history and then hear from the creators and supporters.  

Declarations: Black Americans and the Revolutionary War is a film commemorating America's 250th, from an untold vantage: Black people who fought for the actualization of the Declaration of Independence without assurance it would free them from the bonds of slavery. The film, created by award-winning director Stacey Holman, features some of the nation’s foremost scholars, and it will include groundbreaking use of AI animation programmed with original portraiture. This work will bring exciting energy, vibrant colors, and a modern viewpoint to untold, undiscovered stories that are a crucial part of the history of our country.","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 11:00,3/7/2026 11:25,,,,,
3,,,,,What Not to Wear,,,,,,,,,,,,,
4,https://www.essence.com/video/declaration-of-independence-discussion/↗,,,,Declaration of Independence Discussion,Discussion On Declaration of Independence documentary,"#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 11:25,3/7/2026 11:50,,,,,
5,https://www.essence.com/video/womens-health-wellness/↗,,,,Women’s Health & Wellness,"From menopause to fibroids, from mental health to sexual health from weight loss to weight management, learn from the medical experts on how to better manage your health, identify new and emerging approaches to health conditions and key products to help support your health and wellness.","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 11:50,3/7/2026 12:15,,,,,
6,https://www.essence.com/video/the-joy-reid-show/↗,,,xal7oyi,The Joy Reid Show,"A dose of Joy-Ann Reid’s takes and analysis of the news, politics and culture.  If it is hot and happening, and it matters to you, its here.","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 12:15,3/7/2026 12:40,,,,,
7,https://www.essence.com/wp-admin/post.php?post=1059590&action=edit,,,xal7p3m,Health Care Under Attack: What You Need to Know Now,"New health care laws and policy changes are reshaping who can access critical services, coverage, and resources. As eligibility requirements shift, millions of people may be affected, many without fully understanding what is changing or what options remain available to them.
This session will help attendees understand the latest changes to health care access, what they may mean for individuals, families, and communities, and how to navigate available tools, services, and resources. From eligibility and enrollment to prevention, care coordination, and community-based support, this conversation will offer practical guidance on how people can protect their health in a rapidly changing environment.
","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 13:10,3/7/2026 13:35,,,,,
8,https://www.essence.com/wp-admin/post.php?post=1059591&action=edit,,,xal7ule,The State of the Workforce for Black Women,"Black women are among the most educated groups in the United States and have long been a driving force of the economy. Yet many Black women are finding themselves at a crossroads. Some are choosing to leave workplaces that have become increasingly toxic, isolating, or hostile. Others are being pushed out of jobs and leadership pipelines—not because of performance or qualifications, but because of persistent discrimination and the erosion of initiatives designed to expand opportunity and accountability.
As companies retreat from diversity, equity, and inclusion commitments, many Black women are experiencing the consequences firsthand. The result is not only a workforce challenge, but an economic one—with implications for income, wealth building, entrepreneurship, leadership representation, and family stability.
This session will examine the realities facing Black women in today’s workforce, the impact of anti-DEI policies and practices, and what it will take to create workplaces where Black women can thrive, lead, and build lasting economic security. From corporate leadership and entrepreneurship to policy solutions and power building, the conversation will explore a path forward at a pivotal moment for Black women and the future of work.","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 13:40,3/7/2026 14:05,,,,,
9,https://www.essence.com/wp-admin/post.php?post=1059589&action=edit,,,,The Power of Black Philanthropy: Investing in Our Future,"For generations, Black communities have practiced philanthropy—pooling resources, supporting institutions, and investing in collective progress even when excluded from traditional sources of wealth and capital. Today, as many organizations face funding challenges and longstanding commitments to equity come under attack, the role of Black philanthropy has never been more important.
This session will explore how philanthropy can be leveraged not only to address immediate needs, but also to build long-term power, opportunity, and economic mobility. From individual giving and family philanthropy to corporate investments, foundations, and community-led funding models, the conversation will examine how strategic investments can strengthen institutions, support innovation, advance justice, and help shape a more equitable future.
At a moment when many are asking what comes next, this discussion will focus on the unique role Black philanthropy can play in sustaining communities, protecting progress, and investing in the next generation of leaders and change makers.
","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 14:05,3/7/2026 14:30,,,,,
10,https://www.essence.com/wp-admin/post.php?post=1059597&action=edit,,,,Black Men’s Roundtable,"Black men explore how to better support Black women, gender-expansive people, and the broader reproductive justice movement. The discussions tackle deep issues such as financial responsibility, abortion stigma, and how Black men can unlearn harmful patriarchal narratives.","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 14:30,3/7/2026 14:55,,,,,
11,https://www.essence.com/wp-admin/post.php?post=1059598&action=edit,,,,Defining Power Against Ongoing Assaults,How do you DEFINE power in this moment to help us overcome the ongoing assaults against communities of color — from attacks on voting rights to threats against economic opportunity?,"#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 15:50,3/7/2026 16:15,,,,,
12,https://www.essence.com/wp-admin/post.php?post=1059601&action=edit,,,,"All Roads Lead to the South: Black Voters Matter - How We Fight for Our Rights, Protect Our People, and Nation Build!!!","Following the Supreme Courts' gutting of the Voting Rights Act, Black political power has been under attack. Although this has been most noticeable in the South, our history has shown what happens in the South affects all of us. 
The South has been a blueprint for resilience, creativity, community, and power. As the country finishes its first 250 years, Black communities are radically reimagining the nation we are building for the next 250.
Structure
Promo Clip 
VOG — Latosha, Cliff and April
Opening — overview & prompt audience questions
VOG — Ashley, Gary, Justin & Rashanda
Panel Discussion
VOG — Latosha, Cliff and April — address audience Q & A and Interaction
Closing
Clip for Organizing","#EFOC2026, #GBEF, #GBEF0703",,Streaming & VOD,,,3/7/2026 16:20,3/7/2026 17:20,,,,,
,https://www.essence.com/wp-admin/post.php?post=1057137&action=edit,,GBEF SUMMIT,,,,,,,,,,,,,,,
,https://www.essence.com/wp-admin/post.php?post=1058895&action=edit,,,,LIVESTREAM | GBEF Business Summit,"The Business Summit brings together leaders across industries for dynamic conversations, strategic partnerships, and bold visions of collective prosperity. Together, we are reshaping markets, building power, and creating pathways for lasting change.","#EFOC2026, #GBEFSS, #GBEF0702",,Streaming & VOD,,,,,,,,,
,https://www.essence.com/wp-admin/post.php?post=1057140&action=edit,,EVENING CONCERT SERIES,,,,,,,,,,,,,,,
1,https://www.essence.com/wp-admin/post.php?post=1059603&action=edit,,,,Evening Concert | Friday,"The weekend opens loud. Cardi B headlines a night that runs from chart-topping to genre-bending, with Kehlani and Latto right there with her. The energy stretches beyond the music, too: a rare conversation with Michelle Obama in The Look: A Live Series, moderated by Keke Palmer, plus a set from SZN4 — all hosted by Danielle Brooks and Kenny Burns, with Joe Kay & Soulection on the decks.","#EFOC2026, #ECS, #ECS0704",,Streaming,,,,,,,,,
,https://www.essence.com/wp-admin/post.php?post=1059919&action=edit,,Creators & Podcast Festival,,,,,,,,,,,,,,,
1,https://www.essence.com/wp-admin/post.php?post=1060795&action=edit,,,,The Joy Reid Show,"A daily dose of Joy-Ann Reid's takes and analysis of the news, politics and culture. If it's hot and happening, and matters to you, it's here","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
2,https://www.essence.com/wp-admin/post.php?post=1060798&action=edit,,,,The Anatomy of a Viral Video,"This workshop breaks down the core mechanics behind what actually makes a video go viral—and why there’s no single formula for guaranteed success. We’ll unpack the role of hooks, retention, thumbnails, titles, and emotional triggers in capturing attention and sustaining engagement, while also exploring the psychology behind why some content spreads and other equally strong content doesn’t. Participants will leave with a clearer understanding of how virality is constructed, influenced, and often unpredictably shaped by audience behavior and platform dynamics.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
3,https://www.essence.com/wp-admin/post.php?post=1060802&action=edit,,,,Keke Palmer LIVE with Sanaa Lathan,"Join Emmy Award-winning entertainer and cultural trailblazer Keke Palmer for an unforgettable conversation with acclaimed actress and producer Sanaa Lathan on the ESSENCE Festival Creator & Podcast Stage. Expect candid stories, career insights, and inspiring takeaways from two powerhouse women who continue to shape culture, break barriers, and redefine success on their own terms.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
4,https://www.essence.com/wp-admin/post.php?post=1060821&action=edit,,,,Go Off Sis,"Whether it's ghosting, going to therapy, quitting a job, or choosing to stay single, Gen Z, Millennials and Gen-X often see the same situations through completely different lenses. The generations are constantly pitted against each other, but are we healing generational traumas or unconsciously continuing curses we can't break? Hosts Sandy Pierre, Kathleen Newman-Bremang (millennials), Jessika Hardy (Gen Z) and guest Patti Roberts (Gen-X) debate the habits, mindsets, and values that divide us — and the lessons each generation can teach the other.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
5,https://www.essence.com/wp-admin/post.php?post=1060818&action=edit,,,,Design Demystified: Visuals for Non-Designers,"Master the basics of great design without the complicated software. Led by Art Director, Isaiah Stewart, you'll walk away with simple rules for color, layout, and fonts so you can create stunning social media posts and presentations instantly.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
6,https://www.essence.com/wp-admin/post.php?post=1060816&action=edit,,,,Beyond the Grid: The Realities of Full-Time Content Creation,"This panel explores the unfiltered reality of turning content creation into a career. Top creators share the highs and lows of income stability, burnout, and business management, offering practical advice on when and how to safely make the leap from side hustle to full time.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
7,https://www.essence.com/wp-admin/post.php?post=1060813&action=edit,,,,The Content Playbook: Live Creator Audit,"Step into the hot seat for a real-time assessment of your social channels. This interactive session evaluates your current profiles to pinpoint what is working, what is hurting your brand, and how to optimize your overall digital presence. You will learn exactly how to clean up your feed, align your visuals, and make an instant, professional impression on both audiences and potential brand partners.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
8,https://www.essence.com/wp-admin/post.php?post=1060811&action=edit,,,,The Content Launchpad: Starting Before You Feel Ready,"The hardest part of creating content is often just hitting post. This panel breaks down how to overcome the fear of judgment, choose a flexible niche, and map out your first ten pieces of content. Industry insiders share practical strategies for building lasting consistency and overcoming perfectionism, giving you the confidence to launch your digital journey right where you are.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
9,https://www.essence.com/wp-admin/post.php?post=1060809&action=edit,,,,Gear Up: The Creator Hardware Blueprint,"Ready to upgrade your content without breaking the bank? This practical walkthrough showcases the best cameras, lighting rigs, and editing tools available for every budget level. Whether you are building your first starter kit or investing in a professional studio setup, you will discover the exact gear needed to make your visuals look and sound polished.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
10,https://www.essence.com/wp-admin/post.php?post=1060806&action=edit,,,,The Future of AI for Creators,"Explore how AI is transforming the creator economy—from editing, scripting, and content automation to synthetic media—while examining the ethical considerations and the uniquely human skills that will continue to set creators apart.","#EFOC2026, #CPF, #CPF0703",,VOD,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,Delete Me 3,Testing 123,,,,,,,,,,,,
